Name,Url,Telephone,AddressLocality,Latitude,Longitude,attraction_type
Irish Road Tripper - The Wild Atlantic Way Tour,http://www.irishroadtripper.com,+353(0)879826871,Dublin City,53.342399758592904,-6.25519306375429,tour
Irish Road Tripper - The Giants Journey Tour,http://www.irishroadtripper.com,+353(0)879826871,Dublin City,53.34238054222429,-6.2551957459633,tour
Travelling Languages,http://www.travellinglanguages.com,+353(0)14434544,Dublin City,53.341495058097,-6.251891866270389,other
Newgrange & Boyne Valley Day Tour - Bus Éireann,http://www.buseireann.ie/inner.php?id=359##newgrange,1850836611,Dublin City,53.349717299999995,-6.2522180999999994,tour
Giants Causeway Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.3465802160448,-6.259074208620629,tour
Game of Thrones Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.3465802160448,-6.259074208620629,tour
Battles and Barracks,http://battlesandbarracks.wix.com/info,+353(0)862187443,Dublin City,53.3407957484722,-6.30307499101559,bar
Gormley's Fine Art,http://www.gormleys.ie,+353(0)16729031,Dublin City,53.3422410152631,-6.256393344145629,art
Dublin Whiskey Tours,http://www.dublinwhiskeytours.com,+353(0)863148977,Dublin City,53.3456614891671,-6.25742364309996,tour
DoDublin Tours,https://dodublin.ie,+353(0)18444265,Dublin City,53.3504633410894,-6.26102819673985,tour
'Star Wars' The Skellig Islands & Ring of Kerry - Railtours Ireland First Class,http://railtoursireland.com/train-tour/star-wars-skellig-michael/dh05stw,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Gays About Town,,+353(0)879616576,Dublin City,53.341171372437,-6.250632289874259,other
Glendalough Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.3465802160448,-6.259074208620629,tour
GPO Witness History,http://www.gpowitnesshistory.ie,+353(0)18721916,Dublin City,53.349425501013094,-6.26045223386836,other
Bus Éireann (Dublin City),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,Dublin City,53.3498729714571,-6.25258476821818,other
Mornington Garden,http://dalkeygardenschool.com,+353(0)872256365,Dalkey,53.271755299999995,-6.1132572,garden
The KEMP Gallery,http://thekempgallery.com,+353(0)877974716,Dublin City,53.3421907,-6.2563364,gallery
Waltons New School of Music,http://newschool.ie,+353(0)14781884,Dublin City,53.3426977385234,-6.26462878710253,school
Sixt Rent A Car - City Centre,http://www.sixt.ie,+353(0)12352030,Dublin City,53.3518630027171,-6.25868676465904,rent
Jonny Macs Famous Ireland Tours,http://jonnymacsfamousirelandtours.com/,+353(0)872628261,Dublin City,53.34855079999999,-6.2584408,tour
"The International School of English, ISE Ireland",http://iseireland.ie/,+353(0)16219039,Dublin City,53.335628,-6.263605,school
Howth Walking Tours,http://www.facebook.com/Howth-Historic-Walking-Tours-1203148753050552/,+353(0)852104600,Dublin City,53.3890206491815,-6.07309570747065,tour
Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.352315133723096,-6.4883235625,other
The Michael Collins Walking Tour,http://www.michaelcollinstour.com,+353(0)868583847,Dublin City,53.3431227197205,-6.261819490195639,tour
The School of Jewellery Ireland,http://theschoolofjewellery.ie,+353(0)18380693,Dublin City,53.354886300000004,-6.2942715,school
7 Day World Tour of Ireland - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-days-in-ireland/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
1916 Ride the Revolution Rise of the Rebels Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/1916-bus-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
The Gravedigger Ghost Tour - Hidden Dublin Walks,http://hiddendublinwalks.com,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
Hell Fire Club Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/ghost-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,club
6 Day Northern Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/6-day-northern-ireland-tour/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
Traditional Irish Storytelling Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/traditional-irish-storytelling-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
7 Day Treasure Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-day-treasure-ireland-tour/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
8 Day Wild Irish Rover - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/ireland-trips-award-winning-8-day/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
11 Day Discover Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/vacations-to-ireland-11-day-driftwood/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
12 Day Giant Irish Adventure Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/irish-tours-12-day-giant-irish-adventure/,+353(0)14428559,Dublin City,53.3493056292934,-6.26020515750121,tour
Ralph Smyth Tours,http://rsmythtours.wix.com/walkingtours,+353(0)894666812,Dublin City,53.342700343525706,-6.267449857672089,tour
Private Giants Causeway Day Tour with Kennedy & Carr,https://kennedycarr.com/private-tours/giants-causeway-tour-from-dublin/,+353(0)15510005,Dublin City,53.3497623,-6.259742,tour
The Complex,http://thecomplex.ie,+353(0)868109789,Dublin City,53.348299077788894,-6.26980723230281,other
Irish Secret Sights,http://irishsecretsights.org/,+353(0)863706806,Dublin City,53.3493606218099,-6.2601807841483605,other
Everest Language School,http://everestlanguageschool.com/,+353(0)15594919,Dublin City,53.34630173603029,-6.259458858335839,school
WILDIRISH Motorcycle Tours,http://wildirishmotorcycletours.com,+353(0)879889940,Dún Laoghaire,53.34975924600921,-6.20779326992192,tour
Dublin Smiles Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.352315133723096,-6.4883235625,tour
Boyne Valley-Valley of the Kings Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.352315133723096,-6.4883235625,tour
Wicklow Mountains and Glendalough Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.352315133723096,-6.4883235625,tour
Jorgensen Gallery,http://www.jorgensenfineart.com/,+353(0)16619721,Dublin City,53.3409786,-6.256892400000001,gallery
Number Twenty Two,http://numbertwentytwo.ie,+353(0)17079899,Dublin City,53.3409665,-6.2590541,other
Richmond Barracks,http://richmondbarracks.ie,+353(0)12228400,Inchicore,53.338532593409994,-6.316201401633401,bar
Saint Patrick’s Day in Dublin,http://saintpatricksdayindublin.com,,Dublin City,53.3444316,-6.260879599999999,other
Sights Of Dublin Day Tours,http://sightsofdublin.com,+353(0)8667339268,Dublin City,53.3516845862516,-6.26091007301636,tour
John's Tours of Ireland,http://johnstoursofireland.ie,+353(0)872231355,Dublin City,53.3521841,-6.2608457,tour
Optimum Chauffer Drive,http://optimumcd.wpengine.com/services-optimum-chauffeur-drive/tour-services/,+353(0)18148873,Dublin City,53.3493606218099,-6.2601807841483605,other
Time Theme Tours,http://timethemetours.com,+353(0)862420962,Dublin City,53.34287355258039,-6.27676120432124,tour
Irish Rugby Institute,http://rugbyinstitute.com/,+353(0)872363482,Howth,53.387392299999995,-6.0681026,other
Personal Tours Ireland,http://personaltoursireland.com,+353(0)879360945,Dublin City,53.326018000000005,-6.427586799999999,tour
Dublin Boat Tour,http://dublinboattour.com,+353(0)8776935267,Dún Laoghaire,53.296183,-6.135103,tour
The Perseverance Fleeing The Famine Bus Tour-Hidden Dublin Walks,http://www.hiddendublinwalks.com/famine-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
Cliffs of Moher Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Cavan Burren Park Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,park
Slieve League Donegal Walking Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Stairway to Heaven-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Excursiones Irlanda - Cliffs of Moher Day Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
The Haunted History Walking Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/haunted-walking-tour-dublin.php,+353(0)851023646,Dublin City,53.3454402,-6.2798109,tour
Excursiones Irlanda - Blarney Day Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
Excursiones Irlanda - Giant’s Causeway Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
Silver Service,http://silverservice.ie,+353(0)871751375,Lucan,53.3572085,-6.4498488,other
My Gourmet Trail and Tour,http://mygourmettour.com,+353(0)872719423,Dublin City,53.343864,-6.267175,tour
The Úna Guy Studio,http://Unaguy.ie,+353(0)868109972,11 Eustace Street,53.345127097216604,-6.264839781207219,other
Rabbie’s Small Group Tours,https://www.rabbies.com/en/ireland-tours,,Dublin City,53.3424187243375,-6.25511775826646,tour
Pearse Lyons Distillery,https://www.pearselyonsdistillery.com/,+353(0)16916000,Dublin,53.3436846,-6.2896018,other
"Wanderlust Irland - Wicklow, Kilkenny & Glendalough Tour from Dublin",http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Cliffs of Moher Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Belfast Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
George Bernard Shaw,http://talkingstatuesdublin.ie/,,Merrion Square West,53.3409246720839,-6.25248666017455,other
Meeting Place,http://www.talkingstatuesdublin.ie/,,Dublin City,53.346734399879395,-6.26328888034822,other
James Connolly,http://www.talkingstatuesdublin.ie/,,North Dock,53.34874521944611,-6.254645628450019,other
Wolfe Tone,http://talkingstatuesdublin.ie/,,Dublin City,53.3383946095185,-6.25594326452642,other
Cú Chulainn,http://talkingstatuesdublin.ie/,,O'Connell Street,53.349349,-6.260721,other
George Salmon,http://talkingstatuesdublin.ie/,,College Green,53.344554516428204,-6.25735238019615,other
Touristy Ireland,https://touristy.ie,,Dublin City,53.3598805,-6.2894873,tour
Architectural History Ireland,http://architecturalhistoryireland.ie,+353(0)872437117,Dublin City,53.342668447209796,-6.25578032728242,other
Wanderlust Irland - Galway & Connemara Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Giant’s Causeway Tour From Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Walkindublin.com,http://walkindublin.com,+353(0)18535833,Clontarf,53.344464620329106,-6.25941002594458,other
Vegan Dublin Food Tours by Vegan in Ireland,http://veganinireland.com,+353(0)831377834,Dublin City,53.352153,-6.2673239999999995,tour
A Spasso A Dublino - Italian Tour in Dublin,http://aspassoadublino.com,+353(0)899644861,Dublin City,53.3422400230571,-6.2516477259445,tour
Irlanda in Italiano,http://irlandainitaliano.com/,+353(0)874175767,Dublin City,53.340501100000004,-6.2334757000000005,other
The Round Tower Clondalkin,http://theroundtower.ie,+353(0)15554648,Clondalkin,53.3220841699287,-6.3953739104507505,tower
Urban Brewing,http://urbanbrewing.ie,+353(0)15685989,IFSC,53.3490868144682,-6.2482474490738,other
Vaults Live,http://vaults.live,+353(0)15411485,Dublin City,53.34357922105271,-6.277493199619349,other
Guinness Storehouse,http://www.guinness-storehouse.com,+353(0)14084800,Dublin City,53.343247999999996,-6.284198,house
14 Henrietta Street,http://facebook.com/14HenriettaStreetDublin,+353(0)15240383,Dublin,53.3525066716744,-6.2702109047595505,other
The Dublin Liberties Distillery,http://thedublinlibertiesdistillery.com,+353(0)14544815,The Liberties,53.3372851999089,-6.2763638922397105,other
Barnageara Beach,,+353(0)18400077,Skerries,53.58666584073111,-6.14835903591612,bar
Roe & Co Whiskey Distillery,http://roeandcowhiskey.com,+353(0)16435999,Dublin City,53.34363769806729,-6.28566076396145,other
