Name,Url,Telephone,AddressLocality,Latitude,Longitude,attraction_type
Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.35231513,-6.488323563,other
The Michael Collins Walking Tour,http://www.michaelcollinstour.com,+353(0)868583847,Dublin City,53.34312272,-6.26181949,tour
The School of Jewellery Ireland,http://theschoolofjewellery.ie,+353(0)18380693,Dublin City,53.3548863,-6.2942715,school
7 Day World Tour of Ireland - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-days-in-ireland/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
1916 Ride the Revolution Rise of the Rebels Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/1916-bus-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
The Gravedigger Ghost Tour - Hidden Dublin Walks,http://hiddendublinwalks.com,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
Hell Fire Club Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/ghost-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,club
6 Day Northern Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/6-day-northern-ireland-tour/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
Traditional Irish Storytelling Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/traditional-irish-storytelling-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
7 Day Treasure Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-day-treasure-ireland-tour/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
8 Day Wild Irish Rover - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/ireland-trips-award-winning-8-day/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
11 Day Discover Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/vacations-to-ireland-11-day-driftwood/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
12 Day Giant Irish Adventure Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/irish-tours-12-day-giant-irish-adventure/,+353(0)14428559,Dublin City,53.34930563,-6.260205158,tour
Ralph Smyth Tours,http://rsmythtours.wix.com/walkingtours,+353(0)894666812,Dublin City,53.34270034,-6.267449858,tour
Private Giants Causeway Day Tour with Kennedy & Carr,https://kennedycarr.com/private-tours/giants-causeway-tour-from-dublin/,+353(0)15510005,Dublin City,53.3497623,-6.259742,tour
The Complex,http://thecomplex.ie,+353(0)868109789,Dublin City,53.34829908,-6.269807232,other
Irish Secret Sights,http://irishsecretsights.org/,+353(0)863706806,Dublin City,53.34936062,-6.260180784,other
Everest Language School,http://everestlanguageschool.com/,+353(0)15594919,Dublin City,53.34630174,-6.259458858,school
WILDIRISH Motorcycle Tours,http://wildirishmotorcycletours.com,+353(0)879889940,Dún Laoghaire,53.34975925,-6.20779327,tour
Dublin Smiles Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.35231513,-6.488323563,tour
Boyne Valley-Valley of the Kings Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.35231513,-6.488323563,tour
Wicklow Mountains and Glendalough Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,Dublin City,53.35231513,-6.488323563,tour
Jorgensen Gallery,http://www.jorgensenfineart.com/,+353(0)16619721,Dublin City,53.3409786,-6.2568924,gallery
Number Twenty Two,http://numbertwentytwo.ie,+353(0)17079899,Dublin City,53.3409665,-6.2590541,other
Richmond Barracks,http://richmondbarracks.ie,+353(0)12228400,Inchicore,53.33853259,-6.316201402,bar
Saint Patrick’s Day in Dublin,http://saintpatricksdayindublin.com,,Dublin City,53.3444316,-6.2608796,other
Sights Of Dublin Day Tours,http://sightsofdublin.com,+353(0)8667339268,Dublin City,53.35168459,-6.260910073,tour
John's Tours of Ireland,http://johnstoursofireland.ie,+353(0)872231355,Dublin City,53.3521841,-6.2608457,tour
Optimum Chauffer Drive,http://optimumcd.wpengine.com/services-optimum-chauffeur-drive/tour-services/,+353(0)18148873,Dublin City,53.34936062,-6.260180784,other
Time Theme Tours,http://timethemetours.com,+353(0)862420962,Dublin City,53.34287355,-6.276761204,tour
Irish Rugby Institute,http://rugbyinstitute.com/,+353(0)872363482,Howth,53.3873923,-6.0681026,other
Personal Tours Ireland,http://personaltoursireland.com,+353(0)879360945,Dublin City,53.326018,-6.4275868,tour
Dublin Boat Tour,http://dublinboattour.com,+353(0)8776935267,Dún Laoghaire,53.296183,-6.135103,tour
The Perseverance Fleeing The Famine Bus Tour-Hidden Dublin Walks,http://www.hiddendublinwalks.com/famine-tour-dublin.php,+353(0)862088117,Dublin City,53.3454402,-6.2798109,tour
Cliffs of Moher Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Cavan Burren Park Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,park
Slieve League Donegal Walking Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Stairway to Heaven-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,Dublin City,53.3455,-6.27811,tour
Excursiones Irlanda - Cliffs of Moher Day Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
The Haunted History Walking Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/haunted-walking-tour-dublin.php,+353(0)851023646,Dublin City,53.3454402,-6.2798109,tour
Excursiones Irlanda - Blarney Day Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
Excursiones Irlanda - Giant’s Causeway Tour,http://excursionesirlanda.com,,Dublin City,53.3497623,-6.259742,tour
Silver Service,http://silverservice.ie,+353(0)871751375,Lucan,53.3572085,-6.4498488,other
My Gourmet Trail and Tour,http://mygourmettour.com,+353(0)872719423,Dublin City,53.343864,-6.267175,tour
The Úna Guy Studio,http://Unaguy.ie,+353(0)868109972,11 Eustace Street,53.3451271,-6.264839781,other
Rabbie’s Small Group Tours,https://www.rabbies.com/en/ireland-tours,,Dublin City,53.34241872,-6.255117758,tour
Pearse Lyons Distillery,https://www.pearselyonsdistillery.com/,+353(0)16916000,Dublin,53.3436846,-6.2896018,other
"Wanderlust Irland - Wicklow, Kilkenny & Glendalough Tour from Dublin",http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Cliffs of Moher Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Belfast Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
George Bernard Shaw,http://talkingstatuesdublin.ie/,,Merrion Square West,53.34092467,-6.25248666,other
Meeting Place,http://www.talkingstatuesdublin.ie/,,Dublin City,53.3467344,-6.26328888,other
James Connolly,http://www.talkingstatuesdublin.ie/,,North Dock,53.34874522,-6.254645628,other
Wolfe Tone,http://talkingstatuesdublin.ie/,,Dublin City,53.33839461,-6.255943265,other
Cú Chulainn,http://talkingstatuesdublin.ie/,,O'Connell Street,53.349349,-6.260721,other
George Salmon,http://talkingstatuesdublin.ie/,,College Green,53.34455452,-6.25735238,other
Touristy Ireland,https://touristy.ie,,Dublin City,53.3598805,-6.2894873,tour
Architectural History Ireland,http://architecturalhistoryireland.ie,+353(0)872437117,Dublin City,53.34266845,-6.255780327,other
Wanderlust Irland - Galway & Connemara Tour from Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Wanderlust Irland - Giant’s Causeway Tour From Dublin,http://wanderlustirland.com,,Dublin City,53.3497623,-6.259742,tour
Walkindublin.com,http://walkindublin.com,+353(0)18535833,Clontarf,53.34446462,-6.259410026,other
Vegan Dublin Food Tours by Vegan in Ireland,http://veganinireland.com,+353(0)831377834,Dublin City,53.352153,-6.267324,tour
A Spasso A Dublino - Italian Tour in Dublin,http://aspassoadublino.com,+353(0)899644861,Dublin City,53.34224002,-6.251647726,tour
Irlanda in Italiano,http://irlandainitaliano.com/,+353(0)874175767,Dublin City,53.3405011,-6.2334757,other
The Round Tower Clondalkin,http://theroundtower.ie,+353(0)15554648,Clondalkin,53.32208417,-6.39537391,tower
Urban Brewing,http://urbanbrewing.ie,+353(0)15685989,IFSC,53.34908681,-6.248247449,other
Vaults Live,http://vaults.live,+353(0)15411485,Dublin City,53.34357922,-6.2774932,other
Guinness Storehouse,http://www.guinness-storehouse.com,+353(0)14084800,Dublin City,53.343248,-6.284198,house
14 Henrietta Street,http://facebook.com/14HenriettaStreetDublin,+353(0)15240383,Dublin,53.35250667,-6.270210905,other
The Dublin Liberties Distillery,http://thedublinlibertiesdistillery.com,+353(0)14544815,The Liberties,53.3372852,-6.276363892,other
Barnageara Beach,,+353(0)18400077,Skerries,53.58666584,-6.148359036,bar
Roe & Co Whiskey Distillery,http://roeandcowhiskey.com,+353(0)16435999,Dublin City,53.3436377,-6.285660764,other
